web-scraper-order,web-scraper-start-url,select,select-href,pagination,prod,prod-href,dispo,gtin,marque,gamme,gamer,systeme,taille_ecran,resolution,processeur,type_processeur,ref_proc,freq_processeur,memoire_cache,ram,disque_dur,type_disk,carte_graphic,chipset_carte,connectors,couleur,grantie,prix
"1683668314-618","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable DELL Latitude 3520 i5 11è Gén 24Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3520-i5-11e-gen-24go-256go-ssd-noir-3520-i5-1y-24g.html","En stock","3520-I5-1Y-24G","DELL","LATITUDE 3520","Non","","","1366 x 768 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo max","8 Mo","24 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45, Prise audio jack, Lecteur de carte uSD 3.0","Noir","1 an","2 569,000 DT"
"1683668317-619","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable Gamer DELL G15 5511 i5 11è Gén 16Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gen-16g-rtx-3050.html","En stock","5511G15I5-16G","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 569,000 DT      Ancien prix 2 769,000 DT  -200DT"
"1683668320-620","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS ExpertBook B1500 i7 11è Gén 16Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i7-11e-gen-16g-512go-ssd-noir.html","En stock","BU-B1500CEAE-BQ2847-16G-W10P","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 2 Type-A, 1x Thunderbolt™ 4, 1 x HDMI 1.4, 1x port VGA, 1x combo audio jack de 3,5 mm, 1x RJ45, 1x Lecteur de cartes Micro SD","Noir","2 ans","2 569,000 DT"
"1683668323-621","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable LENOVO IdeaPad Gaming 3 15ACH6 AMD RYZEN 5 16Go RTX3050Ti","https://www.mytek.tn/pc-portable-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-16g-rtx3050ti.html","En stock","82K2021XFG-16G","LENOVO","IDEAPAD GAMING 3","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5600H","3.3 GHz up to 4.2 GHz Turbo max","16 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","2 ans","Prix spécial 2 565,000 DT      Ancien prix 2 679,000 DT  -114DT"
"1683668326-622","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP 15-dw3040nk i7 11è Gén 32Go 512Go SSD – Silver","https://www.mytek.tn/pc-portable-hp-15-dw3040nk-i7-11e-gen-32go-512go-ssd-silver.html","En stock","53A15EA-32G","HP","15-dw3040nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","32 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1xHDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","Prix spécial 2 565,000 DT      Ancien prix 2 675,000 DT  -110DT"
"1683668329-623","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP 15-dw3069nk i7 11è Gén 24Go 1To + 128Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3069nk-i7-11e-gen-24go-1to-128go-ssd-silver.html","En stock","6F946EA-24G","HP","15-dw3069nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","24 Go","1To + 128Go SSD","SSD + HDD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin","Silver","1 an","2 555,000 DT"
"1683668332-624","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP 15-dw3068nk i7 11è Gén 32Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3068nk-i7-11e-gen-32go-512go-ssd-silver.html","En stock","6F993EA-32G","HP","15-dw3068nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","32 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","2 549,000 DT"
"1683668335-625","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP Pavilion x360 2-en-1 14-ek0001nk i5 12è Gén 8Go 256Go SSD","https://www.mytek.tn/pc-portable-hp-pavilion-x360-2-en-1-14-ek0001nk-i5-12e-gen-8go-256go-ssd.html","En stock","6E1D5EA","HP","PAVILION X360","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","up to 4,40 GHz Turbo max","12 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone","Rose Gold","1 an","2 545,000 DT"
"1683668342-626","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable LENOVO ThinkBook 15 G2 ITL i7 11è Gén 8Go 1To - Gris","https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i7-11e-gen-8go-1to-gris.html","En stock","20VE001GFE","LENOVO","THINKBOOK 15 G2 ITL","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4.70 GHz Turbo max","12 Mo","8 Go","1 To HDD","HDD","Nvidia GeForce","GeForce MX450","2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","Prix spécial 2 669,000 DT      Ancien prix 2 729,000 DT  -60DT"
"1683668345-627","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable HP Pavilion x360 15-er1001nk i5 12è Gén 12Go 512Go SSD","https://www.mytek.tn/pc-portable-hp-pavilion-x360-15-er1001nk-i5-12e-gen-12go-512go-ssd.html","En stock","6L9K9EA-12G","HP","PAVILION X360","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","12 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","2 669,000 DT"
"1683668348-628","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable HP 15-dw4002nk i7 12è Gén 24Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw4002nk-i7-12e-gen-24go-512go-ssd-silver.html","En stock","6L9J9EA-24G","HP","15-dw4002nk","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX550","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","Prix spécial 2 669,000 DT      Ancien prix 2 979,000 DT  -310DT"
"1683668352-629","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer DELL G15 5511 i5 11è Gén 16Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gene-16go-rtx-3050.html","En stock","BU-5511G15I5-16G-W10P","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 669,000 DT      Ancien prix 2 869,000 DT  -200DT"
"1683668355-630","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable DELL Latitude 3520 i5 11è Gén 32Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3520-i5-11e-gen-32go-256go-ssd-noir-3520-i5-1y-32g.html","En stock","3520-I5-1Y-32G","DELL","LATITUDE 3520","Non","","","1366 x 768 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo max","8 Mo","32 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45, Prise audio jack, Lecteur de carte uSD 3.0","Noir","1 an","2 665,000 DT"
"1683668359-631","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","Pc Portable HP ProBook 450 G8 i5 11è Gén 8Go 256 Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-probook-450-g8-i5-11e-gen-8g-256-go-ssd-silver.html","En stock","32M79EA-8G","HP","PROBOOK 450 G8","Non","","","1366 x 768 pixels","Intel Core i5","Quad Core","Intel® Core™ i5-1135G7","Up to 4,20 GHz Turbo max","8 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone","Silver","1 an","2 659,000 DT"
"1683668362-632","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable HP 15-dw3039nk i7 11è Gén 32Go 1To + 256Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3039nk-i7-11e-gen-32go-1to-256go-ssd-silver.html","En stock","53A13EA-32G","HP","15-dw3039nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","32 Go","1To + 256Go SSD","SSD + HDD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin","Silver","1 an","Prix spécial 2 659,000 DT      Ancien prix 2 775,000 DT  -116DT"
"1683668365-633","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer DELL G15 5511 i5 11è Gén 24Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gen-24g-rtx-3050.html","En stock","","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 659,000 DT      Ancien prix 2 859,000 DT  -200DT"
"1683668368-634","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable ASUS ExpertBook B1500 i5 11è Gén 16Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-16go-512go-ssd-b1500cepe-bq0622-16g.html","En stock","B1500CEPE-BQ0622-16G","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 649,000 DT      Ancien prix 2 839,000 DT  -190DT"
"1683668371-635","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer HP Victus 16-e1011nk AMD RYZEN 5 8Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-e1011nk-amd-ryzen-5-8go-rtx-3050.html","En stock","6U948EA","HP","Victus 16","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 6600H","3,3 GHz up to 4.5 GHz Turbo max","16 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","Prix spécial 2 649,000 DT      Ancien prix 2 899,000 DT  -250DT"
"1683668374-636","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer HP Victus 16-e1011nk AMD RYZEN 5 8G RTX 3050","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-e1011nk-amd-ryzen-5-8g-rtx-3050.html","En stock","BU-6U948EA","HP","Victus 16","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 6600H","3,3 GHz up to 4.5 GHz Turbo max","16 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","Prix spécial 2 649,000 DT      Ancien prix 2 899,000 DT  -250DT"
"1683668377-637","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable ASUS ExpertBook B1500 i5 11è Gén 16Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-16go-512go-ssd.html","En stock","","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 649,000 DT      Ancien prix 2 839,000 DT  -190DT"
"1683668380-638","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer DELL G15 5511 i5 11è Gén 20Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gen-20go-rtx-3050.html","En stock","5511G15I5-20G","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","20 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 639,000 DT      Ancien prix 2 839,000 DT  -200DT"
"1683668383-639","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable ASUS ExpertBook B1500 i5 11è Gén 12Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-12go-512go-ssd.html","En stock","B1500CEPE-BQ0622-12G","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","12 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 639,000 DT      Ancien prix 2 699,000 DT  -60DT"
"1683668386-640","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable ASUS ExpertBook B1500 i5 11è Gén 12Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-12g-512go-ssd.html","En stock","","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","12 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 639,000 DT      Ancien prix 2 699,000 DT  -60DT"
"1683668389-641","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable LENOVO IdeaPad Gaming 3 15ACH6 AMD RYZEN 5 24Go RTX3050Ti","https://www.mytek.tn/pc-portable-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-24g-rtx3050ti.html","En stock","82K2021XFG-24G","LENOVO","IDEAPAD GAMING 3","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5600H","3.3 GHz up to 4.2 GHz Turbo max","16 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","2 ans","Prix spécial 2 635,000 DT      Ancien prix 2 759,000 DT  -124DT"
"1683668392-642","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable HP Pavilion x360 15-er1001nk i5 12è Gén 8Go 512Go SSD","https://www.mytek.tn/pc-portable-hp-pavilion-x360-15-er1001nk-i5-12e-gen-8go-512go-ssd.html","En stock","6L9K9EA","HP","PAVILION X360","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","2 635,000 DT"
"1683668395-643","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable Gamer ASUS F15 TUF506HC i5 11è Gén 8Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-asus-f15-tuf506hc-i5-11e-gen-8go-rtx-3050.html","En stock","TUF506HC-HN085W","ASUS","TUF GAMING F15","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11400H","2.70 GHz up to 4,50 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","3x USB 3.2 Gen 1 Type-A, 1x Thunderbolt™ 4, 1x HDMI 2.0b, 1x RJ45, 1x prise audio combo 3,5 mm","Noir","1 an","2 629,000 DT"
"1683668398-644","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=27","PC Portable ASUS ExpertBook B1500 i7 11è Gén 24Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i7-11e-gen-24g-512go-ssd-noir.html","En arrivage","BU-B1500CEAE-BQ2847-24G-W10P","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 2 Type-A, 1x Thunderbolt™ 4, 1 x HDMI 1.4, 1x port VGA, 1x combo audio jack de 3,5 mm, 1x RJ45, 1x Lecteur de cartes Micro SD","Noir","2 ans","2 629,000 DT"
